feature,mode,holiday,country,date,year
holiday,auto,Karfreitag,DE,2026-04-03,2026
holiday,auto,Ostermontag,DE,2026-04-06,2026
holiday,auto,Erster Mai,DE,2026-05-01,2026
holiday,auto,Christi Himmelfahrt,DE,2026-05-14,2026
holiday,auto,Pfingstmontag,DE,2026-05-25,2026
holiday,auto,Tag der Deutschen Einheit,DE,2026-10-03,2026
holiday,auto,Erster Weihnachtstag,DE,2026-12-25,2026
holiday,auto,Zweiter Weihnachtstag,DE,2026-12-26,2026
holiday,auto,Neujahr,DE,2027-01-01,2027
holiday,auto,Karfreitag,DE,2027-03-26,2027
holiday,auto,Ostermontag,DE,2027-03-29,2027
holiday,auto,Erster Mai,DE,2027-05-01,2027
holiday,auto,Christi Himmelfahrt,DE,2027-05-06,2027
holiday,auto,Pfingstmontag,DE,2027-05-17,2027
holiday,auto,Tag der Deutschen Einheit,DE,2027-10-03,2027
holiday,auto,Erster Weihnachtstag,DE,2027-12-25,2027
holiday,auto,Zweiter Weihnachtstag,DE,2027-12-26,2027
holiday,auto,Neujahr,DE,2028-01-01,2028
holiday,auto,Karfreitag,DE,2028-04-14,2028
holiday,auto,Ostermontag,DE,2028-04-17,2028
holiday,auto,Erster Mai,DE,2028-05-01,2028
holiday,auto,Christi Himmelfahrt,DE,2028-05-25,2028
holiday,auto,Pfingstmontag,DE,2028-06-05,2028
holiday,auto,Tag der Deutschen Einheit,DE,2028-10-03,2028
holiday,auto,Erster Weihnachtstag,DE,2028-12-25,2028
holiday,auto,Zweiter Weihnachtstag,DE,2028-12-26,2028
holiday,auto,Neujahr,DE,2029-01-01,2029
holiday,auto,Karfreitag,DE,2029-03-30,2029
holiday,auto,Ostermontag,DE,2029-04-02,2029
holiday,auto,Erster Mai,DE,2029-05-01,2029
holiday,auto,Christi Himmelfahrt,DE,2029-05-10,2029
holiday,auto,Pfingstmontag,DE,2029-05-21,2029
holiday,auto,Tag der Deutschen Einheit,DE,2029-10-03,2029
holiday,auto,Erster Weihnachtstag,DE,2029-12-25,2029
holiday,auto,Zweiter Weihnachtstag,DE,2029-12-26,2029
holiday,auto,Neujahr,DE,2030-01-01,2030
holiday,auto,Karfreitag,DE,2030-04-19,2030
holiday,auto,Ostermontag,DE,2030-04-22,2030
holiday,auto,Erster Mai,DE,2030-05-01,2030
holiday,auto,Christi Himmelfahrt,DE,2030-05-30,2030
holiday,auto,Pfingstmontag,DE,2030-06-10,2030
holiday,auto,Tag der Deutschen Einheit,DE,2030-10-03,2030
holiday,auto,Erster Weihnachtstag,DE,2030-12-25,2030
holiday,auto,Zweiter Weihnachtstag,DE,2030-12-26,2030
holiday,auto,Neujahr,DE,2031-01-01,2031
holiday,auto,Karfreitag,DE,2031-04-11,2031
holiday,auto,Ostermontag,DE,2031-04-14,2031
holiday,auto,Erster Mai,DE,2031-05-01,2031
holiday,auto,Christi Himmelfahrt,DE,2031-05-22,2031
holiday,auto,Pfingstmontag,DE,2031-06-02,2031
holiday,auto,Tag der Deutschen Einheit,DE,2031-10-03,2031
holiday,auto,Erster Weihnachtstag,DE,2031-12-25,2031
holiday,auto,Zweiter Weihnachtstag,DE,2031-12-26,2031
holiday,auto,Neujahr,DE,2032-01-01,2032
holiday,auto,Karfreitag,DE,2032-03-26,2032
holiday,auto,Ostermontag,DE,2032-03-29,2032
holiday,auto,Erster Mai,DE,2032-05-01,2032
holiday,auto,Christi Himmelfahrt,DE,2032-05-06,2032
holiday,auto,Pfingstmontag,DE,2032-05-17,2032
holiday,auto,Tag der Deutschen Einheit,DE,2032-10-03,2032
holiday,auto,Erster Weihnachtstag,DE,2032-12-25,2032
holiday,auto,Zweiter Weihnachtstag,DE,2032-12-26,2032
holiday,auto,Neujahr,DE,2033-01-01,2033
holiday,auto,Karfreitag,DE,2033-04-15,2033
holiday,auto,Ostermontag,DE,2033-04-18,2033
holiday,auto,Erster Mai,DE,2033-05-01,2033
holiday,auto,Christi Himmelfahrt,DE,2033-05-26,2033
holiday,auto,Pfingstmontag,DE,2033-06-06,2033
holiday,auto,Tag der Deutschen Einheit,DE,2033-10-03,2033
holiday,auto,Erster Weihnachtstag,DE,2033-12-25,2033
holiday,auto,Zweiter Weihnachtstag,DE,2033-12-26,2033
holiday,auto,Neujahr,DE,2034-01-01,2034
holiday,auto,Karfreitag,DE,2034-04-07,2034
holiday,auto,Ostermontag,DE,2034-04-10,2034
holiday,auto,Erster Mai,DE,2034-05-01,2034
holiday,auto,Christi Himmelfahrt,DE,2034-05-18,2034
holiday,auto,Pfingstmontag,DE,2034-05-29,2034
holiday,auto,Tag der Deutschen Einheit,DE,2034-10-03,2034
holiday,auto,Erster Weihnachtstag,DE,2034-12-25,2034
holiday,auto,Zweiter Weihnachtstag,DE,2034-12-26,2034
holiday,auto,Neujahr,DE,2035-01-01,2035
holiday,auto,Karfreitag,DE,2035-03-23,2035
holiday,auto,Ostermontag,DE,2035-03-26,2035
holiday,auto,Erster Mai,DE,2035-05-01,2035
holiday,auto,Christi Himmelfahrt,DE,2035-05-03,2035
holiday,auto,Pfingstmontag,DE,2035-05-14,2035
holiday,auto,Tag der Deutschen Einheit,DE,2035-10-03,2035
holiday,auto,Erster Weihnachtstag,DE,2035-12-25,2035
holiday,auto,Zweiter Weihnachtstag,DE,2035-12-26,2035
holiday,auto,Neujahr,DE,2036-01-01,2036
holiday,auto,Karfreitag,DE,2036-04-11,2036
holiday,auto,Ostermontag,DE,2036-04-14,2036
holiday,auto,Erster Mai,DE,2036-05-01,2036
holiday,auto,Christi Himmelfahrt,DE,2036-05-22,2036
holiday,auto,Pfingstmontag,DE,2036-06-02,2036
holiday,auto,Tag der Deutschen Einheit,DE,2036-10-03,2036
holiday,auto,Erster Weihnachtstag,DE,2036-12-25,2036
holiday,auto,Zweiter Weihnachtstag,DE,2036-12-26,2036
holiday,auto,Neujahr,DE,2037-01-01,2037
holiday,auto,Karfreitag,DE,2037-04-03,2037
holiday,auto,Ostermontag,DE,2037-04-06,2037
holiday,auto,Erster Mai,DE,2037-05-01,2037
holiday,auto,Christi Himmelfahrt,DE,2037-05-14,2037
holiday,auto,Pfingstmontag,DE,2037-05-25,2037
holiday,auto,Tag der Deutschen Einheit,DE,2037-10-03,2037
holiday,auto,Erster Weihnachtstag,DE,2037-12-25,2037
holiday,auto,Zweiter Weihnachtstag,DE,2037-12-26,2037
holiday,auto,Neujahr,DE,2038-01-01,2038
holiday,auto,Karfreitag,DE,2038-04-23,2038
holiday,auto,Ostermontag,DE,2038-04-26,2038
holiday,auto,Erster Mai,DE,2038-05-01,2038
holiday,auto,Christi Himmelfahrt,DE,2038-06-03,2038
holiday,auto,Pfingstmontag,DE,2038-06-14,2038
holiday,auto,Tag der Deutschen Einheit,DE,2038-10-03,2038
holiday,auto,Erster Weihnachtstag,DE,2038-12-25,2038
holiday,auto,Zweiter Weihnachtstag,DE,2038-12-26,2038
holiday,auto,Neujahr,DE,2039-01-01,2039
holiday,auto,Karfreitag,DE,2039-04-08,2039
holiday,auto,Ostermontag,DE,2039-04-11,2039
holiday,auto,Erster Mai,DE,2039-05-01,2039
holiday,auto,Christi Himmelfahrt,DE,2039-05-19,2039
holiday,auto,Pfingstmontag,DE,2039-05-30,2039
holiday,auto,Tag der Deutschen Einheit,DE,2039-10-03,2039
holiday,auto,Erster Weihnachtstag,DE,2039-12-25,2039
holiday,auto,Zweiter Weihnachtstag,DE,2039-12-26,2039
holiday,auto,Neujahr,DE,2040-01-01,2040
holiday,auto,Karfreitag,DE,2040-03-30,2040
holiday,auto,Ostermontag,DE,2040-04-02,2040
holiday,auto,Erster Mai,DE,2040-05-01,2040
holiday,auto,Christi Himmelfahrt,DE,2040-05-10,2040
holiday,auto,Pfingstmontag,DE,2040-05-21,2040
holiday,auto,Tag der Deutschen Einheit,DE,2040-10-03,2040
holiday,auto,Erster Weihnachtstag,DE,2040-12-25,2040
holiday,auto,Zweiter Weihnachtstag,DE,2040-12-26,2040
holiday,auto,Neujahr,DE,2041-01-01,2041
holiday,auto,Karfreitag,DE,2041-04-19,2041
holiday,auto,Ostermontag,DE,2041-04-22,2041
holiday,auto,Erster Mai,DE,2041-05-01,2041
holiday,auto,Christi Himmelfahrt,DE,2041-05-30,2041
holiday,auto,Pfingstmontag,DE,2041-06-10,2041
holiday,auto,Tag der Deutschen Einheit,DE,2041-10-03,2041
holiday,auto,Erster Weihnachtstag,DE,2041-12-25,2041
holiday,auto,Zweiter Weihnachtstag,DE,2041-12-26,2041
holiday,auto,Neujahr,DE,2042-01-01,2042
holiday,auto,Karfreitag,DE,2042-04-04,2042
holiday,auto,Ostermontag,DE,2042-04-07,2042
holiday,auto,Erster Mai,DE,2042-05-01,2042
holiday,auto,Christi Himmelfahrt,DE,2042-05-15,2042
holiday,auto,Pfingstmontag,DE,2042-05-26,2042
holiday,auto,Tag der Deutschen Einheit,DE,2042-10-03,2042
holiday,auto,Erster Weihnachtstag,DE,2042-12-25,2042
holiday,auto,Zweiter Weihnachtstag,DE,2042-12-26,2042
holiday,auto,Neujahr,DE,2043-01-01,2043
holiday,auto,Karfreitag,DE,2043-03-27,2043
holiday,auto,Ostermontag,DE,2043-03-30,2043
holiday,auto,Erster Mai,DE,2043-05-01,2043
holiday,auto,Christi Himmelfahrt,DE,2043-05-07,2043
holiday,auto,Pfingstmontag,DE,2043-05-18,2043
holiday,auto,Tag der Deutschen Einheit,DE,2043-10-03,2043
holiday,auto,Erster Weihnachtstag,DE,2043-12-25,2043
holiday,auto,Zweiter Weihnachtstag,DE,2043-12-26,2043
holiday,auto,Neujahr,DE,2044-01-01,2044
holiday,auto,Karfreitag,DE,2044-04-15,2044
holiday,auto,Ostermontag,DE,2044-04-18,2044
holiday,auto,Erster Mai,DE,2044-05-01,2044
holiday,auto,Christi Himmelfahrt,DE,2044-05-26,2044
holiday,auto,Pfingstmontag,DE,2044-06-06,2044
holiday,auto,Tag der Deutschen Einheit,DE,2044-10-03,2044
holiday,auto,Erster Weihnachtstag,DE,2044-12-25,2044
holiday,auto,Zweiter Weihnachtstag,DE,2044-12-26,2044
holiday,auto,Jour de l'an,FR,1995-01-01,1995
holiday,auto,Lundi de Paques,FR,1995-04-17,1995
holiday,auto,Fete du Travail,FR,1995-05-01,1995
holiday,auto,Armistice 1945,FR,1995-05-08,1995
holiday,auto,Ascension,FR,1995-05-25,1995
holiday,auto,Lundi de Pentecote,FR,1995-06-05,1995
holiday,auto,Fete nationale,FR,1995-07-14,1995
holiday,auto,Assomption,FR,1995-08-15,1995
holiday,auto,Toussaint,FR,1995-11-01,1995
holiday,auto,Armistice 1918,FR,1995-11-11,1995
holiday,auto,Noel,FR,1995-12-25,1995
holiday,auto,Jour de l'an,FR,1996-01-01,1996
holiday,auto,Lundi de Paques,FR,1996-04-08,1996
holiday,auto,Fete du Travail,FR,1996-05-01,1996
holiday,auto,Armistice 1945,FR,1996-05-08,1996
holiday,auto,Ascension,FR,1996-05-16,1996
holiday,auto,Lundi de Pentecote,FR,1996-05-27,1996
holiday,auto,Fete nationale,FR,1996-07-14,1996
holiday,auto,Assomption,FR,1996-08-15,1996
